Scheme Name	Net Asset Value
UTI NIFTY SDL Plus AAA PSU Bond Apr 2028- 75:25 Index Fund - Direct Plan - Growth Option	12.4405
UTI NIFTY SDL Plus AAA PSU Bond Apr 2028- 75:25 Index Fund - Regular Plan - Growth Option	12.3656
UTI Nifty50 Equal Weight Index Fund - Direct Plan - Growth Option	15.2741
UTI Nifty50 Equal Weight Index Fund - Regular Plan - Growth Option	15.1055
Zerodha BSE SENSEX Index Fund	10.2188
Zerodha ELSS Tax Saver Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth option	14.4055
Zerodha Nifty 50 Index Fund - Direct Plan - Growth	10.3585
Zerodha Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth option	14.3859
360 ONE Silver ETF	149.1397
Aditya Birla Sun Life BSE Sensex ETF	85.2639
Aditya Birla Sun Life Crisil 10 Year Gilt ETF	109.9979
ADITYA BIRLA SUN LIFE CRISIL BROAD BASED GILT ETF	111.0382
Aditya Birla Sun Life CRISIL Liquid Overnight ETF - IDCW Daily Reinvestment with Weekly Payout	1000.
Aditya Birla Sun Life Nifty 200 Momentum 30 ETF	32.2683
Aditya Birla Sun Life Nifty 200 Quality 30 ETF	22.1144
Aditya Birla Sun Life Nifty 50 ETF	30.305
Aditya Birla Sun Life Nifty Bank ETF	60.1476
Aditya Birla Sun Life Nifty Healthcare ETF	15.2071
Aditya Birla Sun Life Nifty IT ETF	39.577
Aditya Birla Sunlife Nifty Next 50 ETF	71.8295
Aditya Birla Sun Life Nifty PSE ETF	10.1593
Aditya Birla Sun Life Silver ETF	150.717
ANGEL ONE NIFTY 1D RATE LIQUID ETF - GROWTH	1035.1724
ANGEL ONE NIFTY 50 ETF	10.6816
ANGEL ONE NIFTY TOTAL MARKET ETF	12.0304
Axis BSE Sensex ETF	87.7835
Axis Nifty 50 ETF	286.2405
Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF	13.0689
Axis NIFTY Bank ETF	605.3521
Axis NIFTY Healthcare ETF	150.6163
Axis NIFTY India Consumption ETF	128.3367
Axis IT ETF	401.8163
Axis Nifty500 Value 50 ETF	30.4019
Axis Silver ETF	150.2941
Bajaj Finserv Nifty 1D Rate Liquid ETF	1057.4612
Bajaj Finserv Nifty 50 ETF	266.2473
Bajaj Finserv Nifty Bank ETF	59.6328
BANDHAN BSE Sensex ETF	922.4849
BANDHAN Nifty 50 ETF	285.8780
Baroda BNP Paribas Nifty Bank ETF	59.1439
DSP BSE Liquid Rate ETF	1100.979
DSP BSE Sensex ETF	87.2141
DSP BSE SENSEX Next 30 ETF	40.0896
DSP NIFTY 1D Rate Liquid ETF	1000
DSP Nifty 50 Equal Weight ETF	343.4261
DSP Nifty 50 ETF	272.3915
DSP Nifty Bank ETF	60.0678
DSP Nifty Healthcare ETF	149.2549
DSP Nifty IT ETF	38.557
DSP Nifty Midcap 150 Quality 50 ETF	248.2948
DSP Nifty Private Bank ETF	28.7463
DSP Nifty PSU Bank ETF	84.2167
DSP Nifty Top 10 Equal Weight ETF	100.9995
DSP Nifty500 Flexicap Quality 30 ETF	10.8096
DSP Silver ETF	145.6202
Bharat Bond ETF - April 2030	1559.8064
BHARAT Bond ETF - April 2032	1310.4531
BHARAT Bond ETF - April 2033	1271.2429
BHARAT Bond ETF April 2025	1292.6108
BHARAT Bond ETF- April 2031	1394.6437
Edelweiss BSE Capital Markets & Insurance  ETF - Growth	24.0436
Edelweiss BSE Sensex ETF - Growth	85.1801
Edelweiss Nifty 1D Rate Liquid ETF - Growth	1007.0152
Edelweiss Nifty 50 ETF - Growth	26.0499
Edelweiss Nifty Bank ETF - Growth	59.227
Edelweiss Nifty LargeMidcap 250 ETF - Growth	16.7409
Edelweiss Nifty500 Multicap Momentum Quality 50 ETF - Growth	42.7122
Edelweiss Silver ETF	151.0791
Groww BSE Power ETF	9.99
Groww Nifty 1D Rate Liquid ETF	106.6987
Groww Nifty 200 ETF	11.7112
Groww Nifty 50 ETF	10.4587
Groww Nifty 500 Low Volatility 50 ETF	10.5993
Groww Nifty 500 Momentum 50 ETF	10.8785
GROWW NIFTY EV & NEW AGE AUTOMOTIVE ETF	31.1533
Groww Nifty India Defence ETF	81.0245
Groww Nifty India Internet ETF	10.6867
Groww Nifty India Railways PSU ETF	34.0156
Groww Nifty Midcap 150 ETF	221.5671
Groww Nifty Next 50 ETF	68.6466
Groww Nifty Realty ETF	10.1438
Groww Nifty Smallcap250 ETF	9.6393
Groww Silver ETF	148.6624
HDFC BSE 500 ETF - Growth Option	38.1569
HDFC BSE Sensex ETF - Growth Plan	95.9825
HDFC NIFTY 100 ETF - Growth Option	27.3478
HDFC NIFTY 1D RATE LIQUID ETF GROWTH	1036.9713
HDFC NIFTY 50 ETF - Growth Plan	291.4849
HDFC NIFTY Bank ETF - GROWTH	60.4068
HDFC NIFTY GROWTH SECTORS 15 ETF - Growth Option	128.1721
HDFC NIFTY IT ETF - Growth option	38.9387
HDFC NIFTY Midcap 150 ETF - Growth Option	22.371
HDFC NIFTY NEXT 50 ETF - Growth Option	69.8183
HDFC NIFTY Private Bank ETF - Growth Option	28.8499
HDFC NIFTY PSU BANK ETF	84.4303
HDFC NIFTY Smallcap 250 ETF - Growth Option	168.3453
HDFC NIFTY100 Low Volatility 30 ETF - Growth Option	21.4219
HDFC NIFTY100 QUALITY 30 ETF - Growth Option	59.7938
HDFC NIFTY200 MOMENTUM 30 ETF - Growth Option	32.1299
HDFC NIFTY 50 VALUE 20 ETF - Growth Option	137.5952
HDFC Silver ETF - Growth Option	145.0452
BHARAT 22 ETF	116.8452
ICICI Prudential BSE 500 ETF	40.1683
ICICI Prudential BSE Liquid Rate ETF - Growth	1037.7220
ICICI Prudential BSE Liquid Rate ETF - IDCW	1000.0000
ICICI Prudential BSE Midcap Select ETF	18.3800
ICICI Prudential BSE Sensex ETF	972.6864
ICICI Prudential Nifty 10 yr Benchmark G-sec ETF	258.5119
ICICI Prudential Nifty 100 ETF	29.5587
ICICI Prudential Nifty 100 Low Volatility 30 ETF	23.0276
ICICI Prudential Nifty 200 Momentum 30 ETF	32.4441
ICICI Prudential Nifty 200 Quality 30 ETF	21.9119
ICICI Prudential Nifty 5 yr Benchmark G-SEC ETF	63.5616
ICICI Prudential Nifty 50 ETF	293.0956
ICICI Prudential Nifty Alpha Low- Volatility 30 ETF	27.7464
ICICI Prudential Nifty Auto ETF	28.3079
ICICI Prudential Nifty Bank ETF	60.2519
ICICI Prudential Nifty Commodities ETF	93.1145
ICICI Prudential Nifty EV & New Age Automotive ETF	31.2170
ICICI Prudential Nifty Financial Services Ex-BaNk ETF	32.2239
ICICI Prudential Nifty FMCG ETF	59.3271
ICICI Prudential Nifty Healthcare ETF	151.6361
ICICI Prudential Nifty India Consumption ETF	129.0391
ICICI Prudential Nifty Infrastructure ETF	99.2419
ICICI Prudential Nifty IT ETF	40.4873
ICICI Prudential Nifty Metal ETF	10.1825
ICICI Prudential Nifty Midcap 150 ETF	22.8336
ICICI Prudential Nifty Next 50 ETF	72.0677
ICICI Prudential Nifty Oil & Gas ETF	12.3056
ICICI Prudential Nifty Private Bank ETF	28.5996
ICICI Prudential Nifty PSU Bank ETF	84.6863
ICICI Prudential Nifty Top 15 Equal Weight ETF	11.0427
ICICI Prudential Nifty200 Value 30 ETF	14.2603
ICICI Prudential Nifty50 Value 20 ETF	14.9077
ICICI PRUDENTIAL SILVER ETF	150.6404
Invesco India Nifty 50 Exchange Traded Fund	2966.5756
Kotak BSE Sensex ETF	92.8932
Kotak MSCI India ETF	30.838
Kotak Nifty 100 Equal Weight ETF	33.937
Kotak Nifty 100 Low Volatility 30 ETF	21.8768
Kotak Nifty 1D Rate Liquid ETF	1078.8105
Kotak Nifty 200 Momentum 30 ETF	31.862
Kotak Nifty 50 ETF	286.8808
Kotak Nifty 50 Value 20 ETF - Payout of Income Distribution cum capital withdrawal option	152.6494
Kotak Nifty Alpha 50 ETF	49.3671
Kotak Nifty Bank ETF	608.9705
Kotak Nifty Chemicals ETF	28.941
Kotak Nifty India Consumption ETF	127.9676
Kotak Nifty IT ETF	40.3507
Kotak Nifty Midcap 150 ETF	22.437
Kotak Nifty Midcap 50 ETF	175.2633
Kotak Nifty MNC ETF	30.7676
Kotak Nifty PSU Bank ETF	836.4776
Kotak Nifty200 Quality 30 ETF	21.444
Kotak Silver ETF	146.5131
LIC MF BSE Sensex ETF	955.826
LIC MF Nifty 100 ETF	289.7459
LIC MF Nifty 50 ETF	290.239
LIC MF Nifty 8-13 yr G-Sec ETF	28.6185
LIC MF Nifty Midcap 100 ETF	60.5211
Mirae Asset BSE 200 Equal Weight ETF	13.4094
Mirae Asset BSE Select IPO ETF	48.2283
Mirae Asset BSE Sensex ETF	87.3131
Mirae Asset Hang Seng TECH ETF	20.7513
Mirae Asset Nifty 100 ESG Sector Leaders ETF	44.2506
Mirae Asset Nifty 100 Low Volatility 30 ETF	214.5220
Mirae Asset Nifty 1D Rate Liquid ETF - Growth	1060.4347
Mirae Asset Nifty 1D Rate Liquid ETF-IDCW	1000.0000
Mirae Asset Nifty 200 Alpha 30 ETF	25.6054
Mirae Asset Nifty 50 ETF	281.3243
Mirae Asset Nifty 8-13 yr Gsec ETF	29.4630
Mirae Asset Nifty Bank ETF	597.5608
Mirae Asset Nifty Energy ETF	35.8558
Mirae Asset Nifty EV and New Age Automotive ETF	31.2549
Mirae Asset Nifty Financial Services ETF	28.4871
Mirae Asset Nifty India Internet ETF	14.4161
Mirae Asset Nifty India Manufacturing ETF	154.2056
Mirae Asset Nifty India New Age Consumption ETF	12.1296
Mirae Asset Nifty IT ETF	38.6039
Mirae Asset Nifty Metal ETF	10.1911
Mirae Asset Nifty Midcap 150 ETF	22.5533
Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF	49.2204
Mirae Asset Nifty Next 50 ETF	704.2208
Mirae Asset Nifty PSU Bank ETF	84.0891
Mirae Asset Nifty Smallcap 250 ETF	16.7188
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF	44.7540
Mirae Asset Nifty 50 Equal Weight ETF	333.2121
Mirae Asset Nifty500 Multicap 50:25:25 ETF	16.5481
Mirae Asset NYSE FANG + ETF	137.7360
Mirae Asset S&P 500 Top 50 ETF	56.9284
Mirae Asset Silver ETF	147.2746
Motilal Oswal BSE Enhanced Value ETF	113.2651
Motilal Oswal BSE Healthcare ETF	44.9197
Motilal Oswal BSE India Infrastructure ETF	60.4411
Motilal Oswal BSE Low Volatility ETF	38.9598
Motilal Oswal BSE Quality ETF	196.9199
Motilal Oswal BSE Select IPO ETF	48.3029
Motilal Oswal Nasdaq 100 ETF (MOFN100)	211.8479
Motilal Oswal Nasdaq Q50 ETF	82.0566
Motilal Oswal Nifty 100 ETF	26.6550
Motilal Oswal Nifty 200 Momentum 30 ETF	64.6525
Motilal Oswal Nifty 5 year Benchmark G-sec ETF	62.6904
MOTILAL OSWAL NIFTY 50 EQUAL WEIGHT ETF	33.3438
Motilal Oswal Nifty 50 ETF	270.7272
Motilal Oswal Nifty 500 ETF	24.1994
Motilal Oswal Nifty 500 Momentum 50 ETF	53.8497
Motilal Oswal Nifty Alpha 50 ETF	51.4060
Motilal Oswal Nifty Capital Market ETF	47.5144
Motilal Oswal Nifty Energy ETF	35.8937
Motilal Oswal Nifty India Defence ETF	89.0251
Motilal Oswal Nifty India Manufacturing ETF	151.3797
Motilal Oswal Nifty India Tourism ETF	88.8894
Motilal Oswal Nifty Midcap 100 ETF	64.8237
Motilal Oswal Nifty Midcap150 Momentum 50 ETF	63.9680
MOTILAL OSWAL NIFTY NEXT 50 ETF	68.2195
Motilal Oswal Nifty PSE ETF	99.6396
Motilal Oswal Nifty Realty ETF	90.5725
Motilal Oswal Nifty Smallcap 250 ETF	16.7883
Motilal Oswal Silver ETF	149.8734
CPSE ETF	92.7606
Nippon India BSE Sensex Next 30 ETF	39.9960
Nippon India ETF BSE Sensex	972.7067
Nippon India ETF BSE Sensex Next 50	90.6714
Nippon India ETF Hang Seng BeES	423.4121
Nippon India ETF Nifty 100	280.9789
Nippon India ETF Nifty 1D Rate Liquid BeES - DAILY IDCW Option	1000.0000
Nippon India ETF Nifty 5 yr Benchmark G-Sec	63.3762
Nippon India ETF Nifty 50 BeES	294.6074
Nippon India ETF Nifty 50 Shariah BeES	510.1135
Nippon India ETF Nifty 50 Value 20	153.0228
Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt	29.0791
Nippon India ETF Nifty Bank BeES	607.7172
Nippon India ETF Nifty CPSE Bond Plus SDL Sep2024 50:50	124.4652
Nippon India ETF Nifty Dividend Opportunities 50	81.3336
Nippon India ETF Nifty India Consumption	138.8084
Nippon India ETF Nifty Infrastructure BeES	997.4046
Nippon India ETF Nifty IT	40.5177
Nippon India ETF Nifty Midcap 150	228.2582
Nippon India ETF Nifty Next 50 Junior BeES	737.8059
Nippon India ETF Nifty PSU Bank BeES	93.3188
Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Weight	134.6747
Nippon India Nifty 1D Rate Liquid ETF-Growth	1017.1283
Nippon India Nifty Auto ETF	282.6828
Nippon India Nifty India Manufacturing ETF	151.9541
Nippon India Nifty Pharma ETF	23.1331
Nippon India Silver ETF	144.6921
Quantum Nifty 50 ETF	2847.5953
SBI BSE 100 ETF	300.4283
SBI BSE PSU BANK ETF	48.7160
SBI BSE SENSEX ETF	943.0203
SBI BSE Sensex Next 50 ETF	928.2763
SBI Nifty 10 yr Benchmark G-Sec ETF	259.0010
SBI Nifty 1D Rate Liquid ETF - Growth	1015.1417
SBI NIFTY 1D Rate Liquid ETF - IDCW	1000.0000
SBI Nifty 200 Quality 30 ETF	230.4568
SBI Nifty 50 ETF	278.4567
SBI Nifty Bank ETF	602.8812
SBI Nifty Consumption ETF	128.5919
SBI Nifty IT ETF	404.5456
SBI Nifty Next 50 ETF	731.0541
SBI Nifty Private Bank ETF	289.1519
SBI Nifty50 Equal Weight ETF	33.4495
SBI Silver ETF	148.1027
Shriram Nifty 1D Rate Liquid ETF - Growth	1080.2228
Tata Nifty 50 Exchange Traded Fund	281.6269
Tata Nifty India Digital Exchange Traded Fund	97.0835
Tata Nifty Private Bank Exchange Traded Fund	293.0983
Tata Silver Exchange Traded Fund	14.7266
UTI - BSE Sensex Next 50 Exchange Traded Fund	92.5558
UTI Nifty Next 50 Exchange Traded Fund	73.6464
UTI BSE Sensex ETF	937.2392
UTI Nifty 10 yr Benchmark G-Sec ETF	26.0753
UTI Nifty 5 yr Benchmark G-Sec ETF	63.6052
UTI Nifty 50 ETF	286.6922
UTI Nifty Bank ETF	60.6989
UTI Nifty IT ETF	383.0084
UTI Nifty Midcap 150 Exchange Traded Fund	223.1816
UTI Silver Exchange Traded Fund	144.8893
Zerodha Nifty 100 ETF	11.0837
Zerodha Nifty 1D Rate Liquid ETF - Growth Option	111.4735
Zerodha Nifty 50 ETF	10.3634
Zerodha Nifty 8-13 Yr G-Sec ETF	29.5968
Zerodha Nifty Midcap 150 ETF	11.0501
Zerodha Nifty Smallcap 100 ETF	10.0616
Zerodha Silver ETF	15.3324
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA DIRECT GROWTH	22.84
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA REGULAR GROWTH	20.41
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA- Direct - IDCW	19.99
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA- Regular - IDCW	17.88
Axis Children's Fund - Lock in - Direct Growth	30.3090
Axis Children's Fund - Lock in - Direct Plan - IDCW	30.2833
Axis Children's Fund - Lock in - Regular Growth	26.5915
Axis Children's Fund - Lock in - Regular Plan - IDCW	26.6060
Axis Children's Fund - No Lock in - Direct Growth	30.8886
Axis Children's Fund - No Lock in - Direct Plan - IDCW	30.3461
Axis Children's Fund - No Lock in - Regular Plan - Growth	26.5882
Axis Children's Fund - No Lock in - Regular Plan - IDCW	26.5838
Baroda BNP Paribas Children's Fund - Direct Plan - Growth Option	11.3335
Baroda BNP Paribas Children's Fund - Regular Plan - Growth Option	11.1334
Baroda BNP Paribas Children's Fund - Regular Plan - IDCW Option	11.1334
HDFC Childrens Fund - Direct Plan	331.025
HDFC Childrens Fund - Growth Plan	297.647
HDFC Childrens Fund Savings Plan-Direct Plan	45.8807
HDFC Childrens Fund-Savings	44.0722
ICICI Prudential Children's Fund - Direct Plan	365.50
ICICI Prudential Children's Fund - Regular Plan	331.63
LIC MF Children's Fund-Direct Plan-Growth	36.6968
LIC MF Children's Fund-Regular Plan-Growth	32.8282
SBI Magnum Children's Benefit Fund - Investment Plan - Direct Plan - Growth	48.7448
SBI Magnum Children's Benefit Fund - Investment Plan - Regular Plan - Growth	45.6334
SBI Magnum Children's Benefit Fund - Savings Plan - DIRECT PLAN - GROWTH	120.8451
SBI Magnum Children's Benefit Fund - Savings Plan - REGULAR PLAN - GROWTH	110.7205
Tata Childrens Fund -Regular Plan-Growth Option	61.4538
Tata Childrens Fund-Direct Plan-Growth Option	68.4989
Union Children's Fund - Direct Plan - Growth Option	13.02
Union Children's Fund - Direct Plan - IDCW Option	13.02
Union Children's Fund - Regular Plan - Growth Option	12.69
Union Children's Fund - Regular Plan - IDCW Option	11.04
UTI Children's Equity Fund - Direct Plan - Growth Option	95.6108
UTI Children's Equity Fund - Direct Plan - IDCW	95.776
UTI Children's Equity Fund - Regular Plan - Growth Option	85.7679
UTI Children's Equity Fund - Regular Plan - IDCW	85.7731
UTI Children's Hybrid Fund - Direct Plan	41.7868
UTI Children's Hybrid Fund - Regular Plan	40.8427
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Direct - Payout of IDCW	18.557
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Direct Growth	22.797
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Regular - Payout of IDCW	16.752
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Regular Growth	20.577
Aditya Birla Sun Life Retirement Fund-The 40s Plan- Direct - Payout of IDCW	17.295
Aditya Birla Sun Life Retirement Fund-The 40s Plan-Direct Plan-Growth	21.25
Aditya Birla Sun Life Retirement Fund-The 40s Plan-Regular - Payout of IDCW	15.649
Aditya Birla Sun Life Retirement Fund-The 40s Plan-Regular Plan-Growth	19.227
Aditya Birla Sun Life Retirement Fund-The 50s Plan- Direct - Payout of IDCW	13.2067
Aditya Birla Sun Life Retirement Fund-The 50s Plan- Regular - Payout of IDCW	12.0442
Aditya Birla Sun Life Retirement Fund-The 50s Plan-Direct Plan-Growth	16.2344
Aditya Birla Sun Life Retirement Fund-The 50s Plan-Regular Plan-Growth	14.8052
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan - Direct - Payout of IDCW	11.8097
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan - Regular - Payout of IDCW	10.8471
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan-Direct Plan-Growth	14.5208
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan-Regular Plan-Growth	13.3355
Axis Retirement Fund - Aggressive Plan - Direct Growth	20.56
Axis Retirement Fund - Aggressive Plan - Direct Plan - IDCW	20.51
Axis Retirement Fund - Aggressive Plan - Regular Growth	18.78
Axis Retirement Fund - Aggressive Plan - Regular Plan - IDCW	18.79
Axis Retirement Fund - Conservative Plan - Direct Growth	17.8180
Axis Retirement Fund - Conservative Plan - Direct Plan - IDCW	17.6233
Axis Retirement Fund - Conservative Plan - Regular Growth	16.2444
Axis Retirement Fund - Conservative Plan - Regular Plan - IDCW	16.2434
Axis Retirement Fund - Dynamic Plan - Direct Growth	21.98
Axis Retirement Fund - Dynamic Plan - Direct Plan - IDCW	21.74
Axis Retirement Fund - Dynamic Plan - Regular Growth	19.99
Axis Retirement Fund - Dynamic Plan - Regular Plan - IDCW	19.99
Bandhan Retirement Fund - Direct Plan - Growth	13.326
Bandhan Retirement Fund - Direct Plan - IDCW	13.318
Bandhan Retirement Fund - Regular Plan - Growth	12.868
Bandhan Retirement Fund - Regular Plan - IDCW	12.868
Baroda BNP Paribas Retirement Fund - Direct plan - Growth option	11.8259
Baroda BNP Paribas Retirement Fund - Direct plan - IDCW option	11.8259
Baroda BNP Paribas Retirement Fund - Regular plan - Growth option	11.5195
Baroda BNP Paribas Retirement Fund - Regular plan - IDCW option	11.5195
Franklin India Retirement Fund - Direct - Growth	244.2655
Franklin India Retirement Fund - Direct - IDCW	20.2391
Franklin India Retirement Fund - Growth	222.2777
Franklin India Retirement Fund - IDCW	18.2817
HDFC Retirement Savings Fund - Equity Plan - Growth Option	51.94
HDFC Retirement Savings Fund - Equity Plan - Growth Option - Direct Plan	59.032
HDFC Retirement Savings Fund - Hybrid-Debt Plan - Growth Option	21.9344
HDFC Retirement Savings Fund - Hybrid-Debt Plan - Growth Option - Direct Plan	24.8371
HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option	39.47
HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option - Direct Plan	44.973
ICICI Prudential Retirement Fund - Hybrid Aggressive - Direct Plan - Growth Option	29.89
ICICI Prudential Retirement Fund - Hybrid Aggressive - Direct Plan - IDCW Option	29.89
ICICI Prudential Retirement Fund - Hybrid Aggressive - Growth Option	26.93
ICICI Prudential Retirement Fund - Hybrid Aggressive - IDCW Option	26.93
ICICI Prudential Retirement Fund - Hybrid Conservative - Direct Plan - Growth Option	19.4254
ICICI Prudential Retirement Fund - Hybrid Conservative - Direct Plan - IDCW Option	19.4251
ICICI Prudential Retirement Fund - Hybrid Conservative - Growth Option	17.7604
ICICI Prudential Retirement Fund - Hybrid Conservative - IDCW Option	17.7603
ICICI Prudential Retirement Fund - Pure Debt - Direct Plan - Growth Option	16.6070
ICICI Prudential Retirement Fund - Pure Debt - Direct Plan - IDCW Option	16.6069
ICICI Prudential Retirement Fund - Pure Debt - Growth Option	15.2522
ICICI Prudential Retirement Fund - Pure Debt - IDCW Option	15.2524
ICICI Prudential Retirement Fund - Pure Equity - Direct Plan - Growth Option	37.69
ICICI Prudential Retirement Fund - Pure Equity - Direct Plan - IDCW Option	37.68
ICICI Prudential Retirement Fund - Pure Equity - Growth Option	34.03
ICICI Prudential Retirement Fund - Pure Equity - IDCW Option	34.04
NIPPON INDIA RETIREMENT FUND - INCOME GENERATION SCHEME - Direct Plan - IDCW Option	23.2234
NIPPON INDIA RETIREMENT FUND - INCOME GENERATION SCHEME - IDCW Option	20.3235
Nippon India Retirement Fund- Income Generation Scheme- Direct Plan- Growth Plan - Growth Option	23.2234
